finding_count_total,finding_count_bug,finding_count_security,finding_count_code_smell,finding_count_high_severity,finding_count_medium_severity,finding_count_low_severity,bandit_finding_count,semgrep_finding_count,cyclomatic_complexity_max,cyclomatic_complexity_avg,maintainability_index,nesting_depth_max,sloc,function_length_max,function_length_avg,dangerous_sink_count,hardcoded_secret_count,import_risk_flag,has_test_file,label
0,0,0,0,0,0,0,0,0,6.0,5.37,63.26,3,41,22,19.0,0,0,1,0,low
4,2,2,0,1,2,1,2,2,18.0,17.41,19.9,3,106,43,43.0,2,0,0,0,critical
3,0,3,0,2,1,0,1,2,11.0,9.07,33.13,5,100,54,49.0,1,0,0,0,critical
3,0,2,1,0,1,2,1,2,5.0,3.83,16.02,4,60,44,29.5,0,0,0,0,medium
3,0,3,0,2,0,1,0,3,11.0,5.79,30.44,3,47,47,43.0,1,0,0,0,high
5,1,2,2,0,3,2,3,2,4.0,3.64,78.98,1,17,43,33.666666666666664,0,0,0,0,medium
2,0,0,2,0,0,2,0,2,2.0,1.5,64.12,2,47,12,12.0,0,0,1,0,low
3,1,0,2,0,1,2,1,2,5.0,2.71,84.94,2,48,45,40.5,0,0,0,0,medium
4,1,1,2,0,2,2,2,2,10.0,9.05,54.16,4,71,47,47.0,0,0,0,0,medium
5,1,3,1,1,2,2,4,1,9.0,7.91,57.91,5,96,56,56.0,0,0,1,0,critical
0,0,0,0,0,0,0,0,0,2.0,1.62,29.66,1,7,29,23.666666666666668,0,0,0,0,low
5,0,3,2,1,2,2,1,4,11.0,9.13,16.43,7,75,63,49.5,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,1.0,0.87,54.99,2,10,28,14.0,0,0,0,0,low
4,0,4,0,3,0,1,2,2,17.0,12.3,33.57,4,118,55,55.0,1,0,0,0,critical
3,0,3,0,2,1,0,2,1,19.0,15.06,14.08,4,82,77,46.25,1,0,0,0,critical
4,0,4,0,2,1,1,2,2,13.0,8.15,12.23,4,87,60,49.25,0,1,0,0,high
0,0,0,0,0,0,0,0,0,5.0,4.26,82.71,1,27,12,12.0,0,0,0,0,low
3,0,3,0,2,0,1,2,1,15.0,10.89,57.52,7,48,60,50.0,1,0,0,0,critical
4,1,2,1,0,3,1,2,2,9.0,8.28,28.01,1,31,43,24.333333333333332,0,0,0,0,medium
2,1,1,0,1,1,0,2,0,19.0,15.75,55.46,4,104,44,35.0,0,0,0,0,critical
2,0,1,1,0,0,2,1,1,5.0,4.66,80.96,0,14,30,21.666666666666668,0,0,0,0,low
1,0,1,0,1,0,0,0,1,9.0,8.11,29.32,4,62,52,36.0,0,1,0,0,high
5,1,3,1,0,3,2,1,4,5.0,3.61,69.48,4,69,37,29.0,0,0,0,0,medium
4,1,2,1,2,1,1,3,1,12.0,11.74,17.3,6,148,63,54.75,1,0,0,0,critical
3,1,2,0,1,2,0,0,3,7.0,4.07,52.0,3,47,47,39.333333333333336,0,0,0,0,high
5,1,3,1,2,2,1,3,2,19.0,17.06,53.3,4,57,71,68.0,1,0,0,0,critical
2,0,1,1,0,0,2,1,1,6.0,5.68,39.42,2,36,20,14.0,0,0,0,0,low
5,0,3,2,2,1,2,4,1,13.0,12.61,39.28,3,70,51,33.5,0,1,0,0,high
4,0,4,0,3,0,1,0,4,14.0,11.38,67.0,4,36,68,59.333333333333336,0,0,1,0,critical
3,1,2,0,0,3,0,3,0,9.0,8.63,83.53,1,25,43,30.0,0,0,0,0,medium
1,0,0,1,0,0,1,1,0,4.0,2.85,65.12,1,5,8,8.0,0,0,0,0,low
3,0,2,1,1,1,1,1,2,7.0,5.96,21.21,2,94,57,54.0,1,0,1,0,high
4,2,2,0,0,3,1,1,3,3.0,2.65,21.66,3,30,36,31.0,0,0,0,0,medium
2,2,0,0,0,2,0,1,1,7.0,6.31,70.87,4,73,30,30.0,0,0,0,0,medium
5,1,3,1,1,2,2,1,4,12.0,11.32,15.73,4,139,66,51.0,1,0,0,0,critical
3,0,3,0,3,0,0,0,3,20.0,17.27,31.18,6,80,53,53.0,0,0,0,0,critical
3,1,2,0,1,1,1,2,1,5.0,2.73,73.19,2,53,57,45.5,0,1,0,0,high
2,0,1,1,0,0,2,1,1,3.0,1.62,73.17,2,39,30,19.0,0,0,1,0,low
2,0,1,1,0,0,2,0,2,3.0,1.63,77.87,3,35,29,17.666666666666668,0,0,0,0,low
1,0,1,0,0,0,1,0,1,4.0,3.78,51.31,2,38,13,13.0,0,0,0,0,low
4,2,2,0,0,3,1,2,2,3.0,2.1,84.36,1,32,31,31.0,0,0,0,0,medium
4,0,3,1,1,1,2,3,1,14.0,13.9,29.89,3,145,44,32.0,0,0,1,0,critical
2,0,2,0,1,1,0,1,1,5.0,3.58,32.76,2,33,56,42.25,1,0,1,0,high
5,2,2,1,0,3,2,3,2,4.0,2.89,64.84,4,52,25,22.0,0,0,0,0,medium
6,0,5,1,3,1,2,5,1,15.0,10.38,39.97,7,83,65,64.5,0,0,0,0,critical
3,0,2,1,0,1,2,0,3,7.0,6.06,81.78,1,24,46,42.5,0,0,0,0,medium
4,2,2,0,0,3,1,3,1,7.0,6.07,71.12,1,74,15,14.0,0,0,0,0,medium
7,0,7,0,3,2,2,4,3,9.0,8.74,52.73,3,106,45,36.0,0,0,1,0,critical
2,0,0,2,0,0,2,2,0,4.0,2.3,47.94,3,14,28,15.0,0,0,0,0,low
2,0,1,1,0,0,2,2,0,3.0,2.51,65.48,0,26,0,0.0,0,0,0,0,low
3,0,2,1,1,0,2,3,0,6.0,4.63,70.09,4,80,56,56.0,0,0,0,0,high
1,0,0,1,0,0,1,0,1,2.0,1.26,37.16,0,11,0,0.0,0,0,0,0,low
2,0,2,0,2,0,0,0,2,5.0,4.67,13.17,4,69,38,33.25,1,0,1,0,high
3,1,2,0,2,1,0,3,0,11.0,8.55,23.39,5,143,74,57.5,0,0,0,0,critical
3,1,2,0,0,3,0,0,3,7.0,6.93,39.87,1,41,17,17.0,0,0,0,0,medium
1,0,1,0,1,0,0,1,0,11.0,10.57,61.33,3,69,56,39.333333333333336,1,0,1,0,high
0,0,0,0,0,0,0,0,0,3.0,2.99,71.02,2,50,30,30.0,0,0,0,0,low
4,0,3,1,2,1,1,3,1,7.0,3.82,65.53,3,69,25,25.0,0,3,0,0,high
3,0,3,0,1,1,1,2,1,8.0,4.32,67.01,3,31,55,41.25,1,0,0,0,high
2,0,2,0,2,0,0,0,2,14.0,10.01,23.94,4,87,35,24.75,1,0,1,0,high
1,0,1,0,1,0,0,0,1,7.0,5.22,11.65,2,31,40,31.75,1,0,1,0,high
4,0,4,0,0,2,2,4,0,4.0,2.47,36.0,1,21,42,31.0,0,0,0,0,medium
4,1,1,2,0,2,2,3,1,7.0,4.32,74.81,4,79,19,18.5,0,0,1,0,medium
5,0,4,1,1,2,2,2,3,14.0,9.05,76.26,5,114,75,40.666666666666664,1,0,0,0,critical
4,2,1,1,0,3,1,3,1,6.0,3.31,75.79,2,17,22,16.666666666666668,0,0,0,0,medium
4,0,3,1,2,0,2,1,3,5.0,3.15,79.16,3,39,57,55.5,1,0,1,0,high
5,0,5,0,0,3,2,2,3,9.0,8.25,24.32,3,64,23,23.0,0,0,1,0,medium
1,1,0,0,0,1,0,0,1,6.0,3.74,66.28,2,49,47,30.666666666666668,0,0,0,0,medium
5,0,5,0,2,1,2,2,3,19.0,14.81,79.13,6,57,80,49.75,1,0,1,0,critical
3,1,2,0,1,2,0,2,1,14.0,13.43,63.72,5,74,44,38.5,1,0,1,0,high
0,0,0,0,0,0,0,0,0,1.0,0.59,43.1,3,7,7,7.0,0,0,0,0,low
4,0,3,1,1,1,2,1,3,7.0,4.63,26.86,2,69,54,41.666666666666664,1,0,1,0,high
4,0,3,1,2,0,2,1,3,5.0,3.24,71.44,4,96,58,45.333333333333336,1,0,1,0,high
3,0,2,1,0,1,2,3,0,7.0,6.5,13.51,4,28,30,18.0,0,0,0,0,medium
4,1,2,1,2,1,1,1,3,9.0,6.91,68.47,5,77,51,38.0,0,3,0,0,high
4,1,3,0,2,2,0,2,2,5.0,4.56,17.71,4,89,16,16.0,0,3,0,0,high
2,0,1,1,0,0,2,2,0,5.0,4.46,74.61,1,26,27,13.0,0,0,0,0,low
7,2,3,2,3,2,2,3,4,16.0,12.9,18.2,7,82,64,48.5,1,0,0,0,critical
1,0,1,0,0,1,0,1,0,8.0,4.07,62.49,3,51,26,26.0,0,0,0,0,medium
3,2,1,0,0,3,0,2,1,5.0,4.13,29.37,4,65,49,48.0,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,5.0,2.65,40.68,1,15,23,22.0,0,0,1,0,low
5,2,2,1,2,2,1,3,2,14.0,7.96,23.95,7,52,78,66.75,0,0,0,0,critical
3,0,1,2,0,1,2,1,2,8.0,5.34,13.92,4,25,13,13.0,0,0,1,0,medium
4,1,2,1,2,1,1,1,3,10.0,9.07,65.1,4,69,24,20.5,1,0,1,0,high
1,0,1,0,1,0,0,0,1,20.0,14.61,22.6,3,46,80,43.0,2,0,0,0,critical
4,0,4,0,0,3,1,1,3,6.0,4.47,52.14,1,37,46,36.666666666666664,0,0,1,0,medium
4,2,2,0,2,2,0,2,2,11.0,8.2,55.19,4,38,48,48.0,0,0,0,0,high
4,2,2,0,2,2,0,4,0,12.0,9.69,17.01,7,55,60,42.333333333333336,2,0,0,0,critical
5,0,3,2,0,3,2,3,2,6.0,5.97,34.36,4,72,35,35.0,0,0,1,0,medium
3,0,1,2,0,1,2,3,0,9.0,6.25,41.53,4,16,13,13.0,0,0,0,0,medium
6,1,5,0,2,2,2,3,3,12.0,8.4,79.55,2,81,40,31.666666666666668,0,0,0,0,high
4,2,1,1,1,2,1,2,2,11.0,6.01,20.31,2,22,60,40.333333333333336,0,3,0,0,high
3,1,2,0,2,1,0,2,1,11.0,7.0,22.34,7,46,78,61.0,1,0,0,0,critical
3,2,1,0,1,2,0,1,2,7.0,3.81,82.65,5,41,42,32.0,1,0,0,0,high
4,1,2,1,2,1,1,0,4,11.0,10.1,28.83,3,42,45,29.666666666666668,1,0,0,0,high
1,0,0,1,0,0,1,0,1,3.0,2.22,74.47,2,13,30,17.5,0,0,0,0,low
4,1,3,0,2,2,0,2,2,13.0,12.69,14.2,3,89,73,55.333333333333336,1,0,0,0,critical
2,0,1,1,0,0,2,2,0,2.0,1.98,12.2,3,27,13,9.0,0,0,0,0,low
5,2,2,1,0,3,2,1,4,10.0,7.55,56.47,2,64,50,37.5,0,0,0,0,medium
2,0,2,0,1,1,0,0,2,16.0,14.49,14.73,4,73,64,51.25,0,0,0,0,critical
3,0,3,0,3,0,0,2,1,16.0,13.84,25.09,5,51,79,58.5,0,0,1,0,critical
4,0,2,2,2,0,2,4,0,11.0,6.74,81.18,3,70,37,28.0,0,1,0,0,high
3,0,3,0,2,0,1,2,1,10.0,7.54,31.89,3,24,60,50.75,1,0,1,0,high
2,0,0,2,0,0,2,2,0,1.0,0.68,51.94,3,35,18,9.666666666666666,0,0,0,0,low
5,0,4,1,3,1,1,2,3,11.0,8.53,80.76,4,72,73,53.75,1,0,0,0,critical
2,1,0,1,0,1,1,2,0,8.0,4.03,37.85,2,28,39,39.0,0,0,0,0,medium
2,0,2,0,0,2,0,1,1,9.0,6.52,33.63,4,48,46,29.333333333333332,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,1.0,0.5,37.0,0,28,29,19.0,0,0,1,0,low
6,0,4,2,2,2,2,0,6,13.0,11.23,43.32,6,69,33,33.0,1,0,0,0,critical
5,1,4,0,2,1,2,3,2,14.0,12.53,83.39,5,24,38,38.0,0,0,0,0,high
5,1,4,0,3,2,0,1,4,10.0,5.42,54.87,6,62,78,76.0,1,0,0,0,critical
3,0,2,1,2,0,1,2,1,5.0,4.37,49.72,2,93,50,33.75,0,3,0,0,high
1,0,1,0,1,0,0,0,1,17.0,13.37,81.43,4,98,65,47.0,1,0,1,0,critical
3,0,3,0,2,1,0,1,2,14.0,12.3,72.7,3,66,57,53.5,0,0,0,0,high
4,2,1,1,1,2,1,1,3,14.0,7.97,52.59,2,39,51,35.0,1,0,1,0,high
2,0,2,0,2,0,0,1,1,15.0,13.15,61.99,3,133,55,41.5,1,0,0,0,critical
4,0,4,0,3,0,1,2,2,19.0,13.66,54.85,6,68,54,52.333333333333336,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,5.0,4.19,59.05,2,35,25,19.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,5.0,3.2,83.04,1,43,0,0.0,0,0,1,0,low
5,0,3,2,2,1,2,2,3,14.0,8.78,81.52,3,83,62,49.666666666666664,2,0,0,0,critical
5,0,4,1,0,3,2,4,1,4.0,2.19,56.14,4,16,45,32.666666666666664,0,0,0,0,medium
5,0,5,0,3,2,0,4,1,10.0,8.64,30.57,7,63,76,64.5,1,0,0,0,critical
2,0,0,2,0,0,2,1,1,2.0,1.31,57.22,2,21,25,25.0,0,0,0,0,low
3,0,3,0,2,0,1,2,1,10.0,7.54,50.48,3,49,74,56.666666666666664,1,0,0,0,critical
2,0,2,0,2,0,0,2,0,6.0,3.99,39.18,4,98,55,50.25,0,1,0,0,high
0,0,0,0,0,0,0,0,0,4.0,3.89,72.82,2,9,12,9.0,0,0,0,0,low
3,0,3,0,2,1,0,2,1,7.0,5.41,45.71,3,38,59,53.0,0,0,0,0,high
6,1,5,0,2,2,2,3,3,16.0,11.55,52.98,6,112,72,45.25,1,0,1,0,critical
2,0,2,0,0,0,2,2,0,4.0,3.86,73.9,1,14,18,18.0,0,0,0,0,low
3,1,2,0,0,3,0,1,2,8.0,4.31,77.42,2,26,13,11.5,0,0,0,0,medium
1,0,1,0,0,0,1,0,1,6.0,4.16,21.75,0,6,22,18.0,0,0,1,0,low
1,0,0,1,0,0,1,0,1,1.0,0.84,29.63,3,5,12,12.0,0,0,0,0,low
0,0,0,0,0,0,0,0,0,6.0,4.88,33.51,1,47,0,0.0,0,0,0,0,low
3,2,1,0,0,2,1,3,0,9.0,6.78,57.62,2,41,36,25.5,0,0,0,0,medium
4,1,3,0,2,2,0,2,2,20.0,14.17,75.09,5,37,76,65.0,0,0,1,0,critical
2,0,2,0,0,0,2,1,1,2.0,1.11,42.61,2,34,23,23.0,0,0,0,0,low
3,0,3,0,1,0,2,0,3,15.0,14.27,73.12,3,85,63,39.75,2,0,0,0,critical
4,2,1,1,0,3,1,1,3,3.0,1.96,31.09,4,39,26,26.0,0,0,0,0,medium
5,0,4,1,1,2,2,3,2,8.0,7.25,38.67,3,28,58,43.75,1,0,1,0,high
0,0,0,0,0,0,0,0,0,3.0,1.94,40.79,1,7,15,15.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,1.0,0.78,36.88,3,24,9,9.0,0,0,0,0,low
2,0,1,1,0,0,2,1,1,5.0,2.82,24.71,0,11,26,26.0,0,0,0,0,low
2,0,1,1,0,0,2,2,0,4.0,3.42,26.16,2,40,18,13.333333333333334,0,0,0,0,low
3,1,2,0,2,1,0,1,2,8.0,5.81,17.05,4,49,36,36.0,0,2,0,0,high
3,0,2,1,0,1,2,1,2,7.0,3.97,36.43,1,45,44,36.666666666666664,0,0,0,0,medium
3,1,1,1,0,1,2,2,1,3.0,1.53,77.94,4,58,46,46.0,0,0,0,0,medium
2,0,2,0,2,0,0,0,2,8.0,4.39,21.17,6,94,78,52.0,0,0,0,0,critical
1,0,1,0,0,0,1,0,1,4.0,3.62,80.59,3,36,23,23.0,0,0,0,0,low
1,0,0,1,0,0,1,0,1,6.0,3.55,15.91,3,34,0,0.0,0,0,0,0,low
3,2,1,0,1,2,0,1,2,9.0,5.12,31.11,7,98,72,40.333333333333336,1,0,0,0,critical
6,0,5,1,3,2,1,3,3,10.0,7.09,65.74,6,71,54,34.75,1,0,0,0,critical
1,0,1,0,0,1,0,0,1,7.0,6.98,64.35,2,46,37,25.666666666666668,0,0,0,0,medium
4,0,4,0,2,0,2,2,2,9.0,8.43,73.98,2,89,24,24.0,0,0,0,0,high
2,0,2,0,0,1,1,2,0,9.0,7.55,57.41,3,27,45,38.0,0,0,0,0,medium
3,1,2,0,1,1,1,2,1,12.0,6.91,66.51,6,77,62,52.333333333333336,0,0,0,0,critical
4,1,2,1,1,1,2,2,2,17.0,14.55,54.81,6,34,61,52.75,2,0,0,0,critical
3,0,1,2,1,0,2,1,2,16.0,12.35,34.28,6,119,56,43.5,0,0,0,0,critical
4,2,2,0,2,2,0,1,3,11.0,9.9,55.99,3,63,68,54.0,0,0,0,0,critical
2,0,1,1,1,0,1,0,2,8.0,6.91,69.03,2,20,31,24.0,1,0,0,0,high
1,0,1,0,0,0,1,1,0,2.0,1.03,18.11,3,18,0,0.0,0,0,0,0,low
4,1,2,1,0,2,2,1,3,3.0,1.51,23.54,3,23,24,22.666666666666668,0,0,0,0,medium
5,0,5,0,3,1,1,3,2,9.0,4.71,11.36,6,131,55,40.5,0,0,0,0,critical
2,0,2,0,0,0,2,0,2,6.0,5.29,57.0,3,23,26,26.0,0,0,0,0,low
2,0,1,1,0,0,2,2,0,4.0,3.84,44.2,0,11,0,0.0,0,0,0,0,low
1,0,0,1,0,0,1,1,0,4.0,2.65,52.45,1,29,8,8.0,0,0,0,0,low
4,0,2,2,2,0,2,3,1,10.0,8.87,47.04,5,64,50,50.0,0,3,0,0,high
2,0,1,1,0,0,2,0,2,4.0,2.26,40.73,1,42,21,13.0,0,0,1,0,low
3,1,2,0,1,2,0,2,1,11.0,8.54,50.11,2,100,47,32.666666666666664,0,1,0,0,high
2,0,2,0,0,0,2,2,0,2.0,1.92,12.56,1,12,0,0.0,0,0,0,0,low
3,2,1,0,0,3,0,3,0,7.0,4.79,48.18,3,50,29,29.0,0,0,0,0,medium
5,1,4,0,3,2,0,3,2,19.0,18.98,45.88,7,47,55,47.5,1,0,0,0,critical
3,1,0,2,0,1,2,2,1,8.0,4.0,55.19,4,31,42,32.666666666666664,0,0,0,0,medium
3,0,1,2,1,0,2,3,0,17.0,14.36,41.26,3,36,23,23.0,1,0,0,0,critical
2,0,1,1,0,0,2,2,0,4.0,2.84,68.83,0,35,30,26.5,0,0,0,0,low
5,0,3,2,2,1,2,2,3,12.0,8.21,31.53,6,89,23,23.0,1,0,0,0,critical
0,0,0,0,0,0,0,0,0,2.0,1.95,37.84,3,13,16,13.0,0,0,0,0,low
2,0,1,1,0,0,2,1,1,2.0,1.04,48.97,0,41,26,22.0,0,0,0,0,low
3,0,2,1,1,0,2,1,2,10.0,7.53,29.71,4,85,58,39.666666666666664,0,1,0,0,high
0,0,0,0,0,0,0,0,0,4.0,3.99,30.85,3,11,0,0.0,0,0,0,0,low
1,0,1,0,0,0,1,1,0,4.0,2.79,70.86,2,13,0,0.0,0,0,0,0,low
4,1,3,0,1,1,2,2,2,13.0,10.66,21.61,5,38,58,43.5,1,0,1,0,high
4,0,4,0,3,0,1,1,3,13.0,10.63,50.06,5,56,58,58.0,2,0,0,0,critical
4,0,2,2,2,0,2,1,3,5.0,3.05,42.53,5,32,52,49.0,0,0,0,0,high
5,2,3,0,3,2,0,2,3,11.0,9.2,83.6,7,56,78,61.0,1,0,0,0,critical
3,1,1,1,0,2,1,2,1,9.0,8.28,43.81,4,51,41,41.0,0,0,0,0,medium
3,1,0,2,0,1,2,1,2,9.0,5.82,56.78,4,19,48,32.333333333333336,0,0,0,0,medium
1,1,0,0,0,1,0,0,1,8.0,5.31,63.84,1,22,31,27.666666666666668,0,0,0,0,medium
5,0,3,2,1,2,2,3,2,11.0,9.15,56.31,5,100,54,48.333333333333336,1,0,1,0,high
2,0,2,0,0,1,1,2,0,10.0,9.9,76.29,4,30,47,33.333333333333336,0,0,0,0,medium
5,1,4,0,2,1,2,1,4,5.0,4.13,59.29,4,94,56,56.0,0,1,0,0,high
2,0,1,1,0,0,2,0,2,1.0,0.83,68.78,1,44,6,5.666666666666667,0,0,0,0,low
3,3,0,0,0,3,0,3,0,10.0,8.11,14.44,2,65,47,47.0,0,0,0,0,medium
2,0,1,1,0,0,2,2,0,6.0,3.49,54.54,0,18,12,8.5,0,0,0,0,low
0,0,0,0,0,0,0,0,0,6.0,4.41,46.07,3,30,29,23.5,0,0,0,0,low
2,1,1,0,1,1,0,0,2,14.0,8.14,46.09,4,62,30,30.0,1,0,1,0,high
5,1,4,0,2,1,2,2,3,12.0,10.19,64.18,7,142,78,54.666666666666664,0,0,0,0,critical
3,0,3,0,2,0,1,1,2,19.0,14.33,68.96,6,59,33,29.5,1,0,0,0,critical
2,1,1,0,0,2,0,1,1,7.0,3.79,50.47,2,17,44,28.0,0,0,0,0,medium
1,0,0,1,0,0,1,0,1,4.0,3.32,52.8,0,50,30,27.5,0,0,0,0,low
3,2,1,0,0,3,0,2,1,3.0,2.87,79.29,2,74,44,44.0,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,4.0,3.17,39.58,1,33,0,0.0,0,0,0,0,low
3,1,1,1,0,2,1,1,2,7.0,4.65,29.68,2,53,22,22.0,0,0,1,0,medium
1,0,1,0,1,0,0,1,0,6.0,4.72,27.77,4,42,24,24.0,1,0,1,0,high
3,1,2,0,0,3,0,1,2,9.0,6.82,46.91,3,57,24,21.0,0,0,0,0,medium
2,0,0,2,0,0,2,1,1,5.0,3.66,60.04,0,21,29,21.666666666666668,0,0,0,0,low
4,1,2,1,0,2,2,3,1,3.0,1.99,77.44,1,37,40,26.0,0,0,1,0,medium
4,0,4,0,0,2,2,2,2,5.0,3.26,44.79,3,27,18,18.0,0,0,0,0,medium
6,1,5,0,2,2,2,3,3,12.0,9.32,42.9,6,48,64,53.5,1,0,0,0,critical
4,0,4,0,2,2,0,2,2,19.0,11.76,13.72,7,100,62,46.333333333333336,0,0,0,0,critical
3,0,2,1,1,0,2,0,3,17.0,14.79,44.72,7,40,27,27.0,1,0,1,0,critical
1,0,1,0,1,0,0,1,0,12.0,8.1,59.14,4,43,35,35.0,1,0,1,0,high
3,2,1,0,0,3,0,0,3,5.0,4.25,41.87,1,54,32,28.0,0,0,0,0,medium
2,2,0,0,0,2,0,0,2,3.0,1.54,50.6,4,42,45,26.333333333333332,0,0,0,0,medium
2,0,1,1,1,0,1,2,0,19.0,12.33,55.21,5,141,20,20.0,1,0,0,0,critical
1,0,1,0,0,1,0,1,0,7.0,4.72,59.4,4,52,13,13.0,0,0,0,0,medium
3,1,1,1,0,2,1,0,3,6.0,5.58,54.15,1,39,47,32.5,0,0,0,0,medium
3,1,0,2,0,1,2,2,1,4.0,2.91,45.87,2,41,40,33.0,0,0,0,0,medium
2,1,1,0,1,1,0,0,2,13.0,11.56,50.32,6,58,68,61.0,1,0,0,0,critical
3,0,3,0,2,0,1,1,2,11.0,9.64,38.88,7,60,52,51.5,1,0,0,0,critical
5,0,3,2,3,0,2,2,3,20.0,13.09,70.65,6,125,54,44.5,1,0,0,0,critical
2,0,0,2,0,0,2,1,1,1.0,0.51,15.59,3,21,10,10.0,0,0,0,0,low
5,1,4,0,2,2,1,2,3,18.0,10.8,32.92,4,86,45,45.0,1,0,0,0,critical
2,1,0,1,0,1,1,2,0,9.0,4.55,43.67,3,32,38,28.666666666666668,0,0,1,0,medium
1,0,1,0,0,1,0,0,1,7.0,5.75,37.27,2,41,24,20.666666666666668,0,0,0,0,medium
4,1,3,0,1,1,2,2,2,12.0,6.38,23.8,2,45,47,35.75,1,0,0,0,high
4,1,1,2,1,1,2,3,1,14.0,11.48,44.02,5,64,29,29.0,1,0,1,0,high
2,0,2,0,2,0,0,1,1,18.0,9.86,14.41,6,57,67,46.25,1,0,0,0,critical
3,0,3,0,0,2,1,2,1,4.0,2.96,54.18,2,27,34,23.666666666666668,0,0,0,0,medium
0,0,0,0,0,0,0,0,0,5.0,4.02,57.98,3,41,30,23.5,0,0,0,0,low
4,1,3,0,0,3,1,4,0,4.0,3.37,25.12,2,64,18,18.0,0,0,1,0,medium
3,0,2,1,2,0,1,0,3,10.0,9.29,20.83,7,126,74,45.5,1,0,0,0,critical
5,0,4,1,1,2,2,3,2,13.0,7.92,66.45,4,58,43,40.666666666666664,1,0,0,0,critical
1,0,0,1,0,0,1,0,1,6.0,5.69,36.51,2,44,27,25.333333333333332,0,0,0,0,low
3,0,1,2,1,0,2,2,1,11.0,6.96,69.34,5,66,79,50.0,1,0,0,0,critical
1,0,1,0,0,0,1,1,0,3.0,2.88,13.16,0,19,10,9.0,0,0,0,0,low
4,1,2,1,1,2,1,1,3,11.0,9.18,14.86,3,82,45,31.25,0,1,0,0,high
2,0,2,0,2,0,0,2,0,15.0,9.76,10.77,5,45,24,24.0,1,0,0,0,critical
3,1,2,0,1,2,0,2,1,19.0,12.18,12.34,5,101,75,75.0,1,0,1,0,critical
1,0,0,1,0,0,1,0,1,5.0,4.54,63.37,1,16,26,17.0,0,0,0,0,low
4,1,3,0,2,2,0,0,4,10.0,6.17,75.39,3,73,59,47.0,1,0,1,0,high
1,0,1,0,0,0,1,1,0,6.0,3.68,23.28,1,35,0,0.0,0,0,0,0,low
4,0,3,1,2,0,2,2,2,9.0,5.73,43.71,5,60,45,33.0,1,0,1,0,high
1,0,0,1,0,0,1,0,1,3.0,1.83,74.28,3,49,28,15.333333333333334,0,0,0,0,low
1,1,0,0,0,1,0,1,0,3.0,1.6,23.97,2,18,21,19.5,0,0,1,0,medium
3,0,3,0,2,1,0,1,2,15.0,10.47,65.14,3,135,54,53.5,0,0,0,0,critical
2,0,2,0,2,0,0,2,0,8.0,6.0,41.16,3,148,65,53.75,1,0,1,0,critical
1,1,0,0,0,1,0,0,1,9.0,7.09,32.01,3,80,40,38.0,0,0,0,0,medium
3,0,3,0,1,1,1,1,2,10.0,8.51,74.98,3,53,29,29.0,1,0,1,0,high
3,0,3,0,2,0,1,0,3,15.0,12.91,13.52,7,76,76,76.0,1,0,0,0,critical
3,0,2,1,2,0,1,2,1,8.0,5.71,38.68,4,46,38,29.666666666666668,0,0,0,0,high
1,0,1,0,1,0,0,1,0,10.0,9.02,38.6,2,31,59,51.75,1,0,0,0,high
5,1,4,0,2,2,1,2,3,13.0,9.59,30.14,4,118,67,67.0,1,0,0,0,critical
1,0,0,1,0,0,1,0,1,2.0,1.18,27.25,1,45,0,0.0,0,0,0,0,low
3,0,3,0,0,2,1,3,0,10.0,5.5,28.34,1,37,30,30.0,0,0,1,0,medium
2,0,0,2,0,0,2,2,0,3.0,2.14,49.7,1,18,25,20.0,0,0,0,0,low
4,0,3,1,2,0,2,2,2,10.0,5.93,78.08,4,56,21,21.0,0,1,0,0,high
3,0,2,1,1,0,2,2,1,5.0,4.72,76.98,2,52,56,40.5,0,3,0,0,high
4,1,2,1,2,1,1,4,0,19.0,18.31,83.92,4,115,31,27.5,0,0,0,0,critical
4,3,0,1,0,3,1,1,3,3.0,2.67,11.21,2,63,28,28.0,0,0,0,0,medium
3,1,2,0,0,2,1,1,2,7.0,5.35,78.41,2,15,22,22.0,0,0,0,0,medium
1,0,0,1,0,0,1,0,1,4.0,2.16,36.52,2,44,28,23.5,0,0,0,0,low
1,0,1,0,1,0,0,1,0,11.0,8.57,30.84,4,35,45,37.0,0,3,0,0,high
1,0,1,0,0,0,1,0,1,4.0,3.41,76.87,0,16,27,19.0,0,0,0,0,low
3,0,3,0,1,1,1,1,2,14.0,7.25,79.06,4,49,34,24.5,1,0,1,0,high
5,2,3,0,0,3,2,3,2,5.0,3.1,24.22,1,35,41,37.0,0,0,0,0,medium
2,0,2,0,1,0,1,1,1,14.0,9.18,67.05,3,30,32,32.0,1,0,1,0,high
1,0,0,1,0,0,1,0,1,1.0,1.0,48.05,0,47,23,18.5,0,0,0,0,low
1,0,1,0,0,0,1,1,0,2.0,1.43,77.85,2,26,24,18.333333333333332,0,0,0,0,low
4,1,2,1,1,2,1,3,1,7.0,6.92,17.27,5,44,49,38.5,0,3,0,0,high
